text,label
so lovely toward the end ,Positive
  mayyyybe,Neutral
working from a surprisingly sensitive script co-written by gianni romoli ... ,Positive
tsai 's usual style and themes ,Positive
you wish he 'd gone the way of don simpson ,Negative
"has the thrown-together feel of a summer-camp talent show : hastily written , underrehearsed , arbitrarily plotted and filled with crude humor and vulgar innuendo . ",Negative
aspired ,Positive
cheapo ,Negative
"ms. phoenix is completely lacking in charm and charisma , and is unable to project either esther 's initial anomie or her eventual awakening . ",Negative
holds a certain charm ,Positive
less than ,Negative
"meyjes 's movie , like max rothman 's future , does not work . ",Negative
Starving. And Alyssa`s mom would bring her subway.,Neutral
'' loses its overall sense of mystery and becomes a tv episode rather than a documentary that you actually buy into . ,Negative
"this wretchedly unfunny wannabe comedy is inane and awful - no doubt , it 's the worst movie i 've seen this summer ",Negative
exalts the marxian dream of honest working folk ,Positive
" I know, lame.",Negative
 lets hope retirment is not cancelled for any reason,Positive
 Ouch. Realising how sheltered my upbringing was.,Neutral
faithful to melville 's plotline ,Positive
wafer-thin movie ,Negative
distant ,Negative
it makes me feel weird / thinking about all the bad things in the world / like puppies with broken legs / and butterflies that die / and movies starring pop queens ,Negative
"endearing , masterful ",Positive
harsh conceptual exercise ,Negative
 I`m sure  would know of more,Neutral
Volunteering at Down Syndrome Indiana on Wednesday,Neutral
"`` freaky friday , '' it 's not . ",Negative
#Ajax #php! Just thinking about a concept of autorefresh! _chander made a mistake here,Negative
", it is quite possibly the sturdiest example yet of why the dv revolution has cheapened the artistry of making a film . ",Negative
At work... What a miserable day,Negative
"a disappointment for those who love alternate versions of the bard , particularly ones that involve deep fryers and hamburgers . ",Negative
 Love that book! My VW I`m about to turn in is named Scout.,Positive
 with 14mph winds!!,Neutral
 What happened? I`m afraid I missed a large part of the story,Negative
Getting one of our field vehicles cleaned. Looks like our action hero governor wants to give me another furlough day. How nice of him,Positive
saw Hannah Montana Movie today!! was the best!!!!!! was AWESOMEEEEEE!!!!!!  Hannah  and Miley RockS! lol,Positive
"This is my third Harmony Remote, and is the best yet. Like all of the previous models, it supports every A/V device I own and the web-based setup has a good balance of ease-of-use and flexibility.The interchangable face plates are a nice extra, but not a major factor in my selection. The button layout is very good and the LCD screen can be set up to add a couple of buttons needed for specific devices. (I added the ""live"" button for my Hi-Def DVR as an example).This is a good value when compared to other ""universal remotes"" and the Tech Support is amazing. I replaced at least five remotes and support the following components: 50"" HDTV, HD DVR, Receiver, DVD player, VCR, 5 disc CD player, and an old dual cassette deck.",Positive
 (((HUGS))) back to you - you also have that look!,Positive
a cinematic disaster so inadvertently sidesplitting it ,Negative
"I'm not sure, but I think it had something to do with Lyle's satan-like behavior that turned my off to this one. I liked the storyline, however, 'I'm pregnant and the real father doesn't find out for 15 years', but the atrocious and dreadful circumstances that Maggie endures just to protect the secret...and then finally reveals the truth in the end...is just not my idea of romance.",Negative
Six feet under theme is on jjj,Neutral
new york 's finest ,Positive
mindless action flick ,Negative
"silly stuff , all mixed up together like a term paper from a kid who ca n't quite distinguish one sci-fi work from another ",Negative
its sheer dynamism ,Positive
"Hey Fused Gaming, FusedGaming Forums have been delayed until 9PM PT/12AM ET tonight... sorry   (abean2007 live > http://ustre.am/1ntp)",Negative
"a highly watchable , giggly little story with a sweet edge to it . ",Positive
distasteful ,Negative
"the only way to tolerate this insipid , brutally clueless film ",Negative
is so insanely dysfunctional that the rampantly designed equilibrium becomes a concept doofus . ,Negative
the film is predictable in the reassuring manner of a beautifully sung holiday carol . ,Positive
highlighted by kwan 's unique directing style ,Positive
I have been awarded my first ever credit card,Positive
 ...you are kickable.,Neutral
"I ordered a garmin nuvi 205 and also a protective case for the nuvi. The garmin nuvi 205 was fine, but the package the protective case came in had already been opened. It was probably sent back to Amazon by someone else, and Amazon passed it on to me. I thought that was VERY poor customer service. I will be careful from now on if I ever order from Amazon again. I am very disappointed with Amazon. Shame on you! Now get your act together.",Negative
down-to-earth bullock ,Positive
failing to compensate for the paper-thin characterizations and facile situations ,Negative
"'ve never seen ( a remake ) do anything as stomach-turning as the way adam sandler 's new movie rapes , pillages and incinerates frank capra 's classic ... ",Negative
"is funny , ",Positive
 come back for another year  pllleeeaaasse,Neutral
make this a charmer ,Positive
unnerving suspense ,Positive
of motherhood and desperate mothers ,Negative
_ara Good to hear that  Allah aapko sehat de (Y),Positive
dialogue and preposterous moments ,Negative
some interesting storytelling devices ,Positive
punching people in the stomach again ,Negative
it did n't ,Negative
than awe ,Positive
"humorous and heartfelt , douglas mcgrath 's version of ` nicholas nickleby ' ",Positive
is a beautiful film for people who like their romances to have that french realism ,Positive
"As a Canadian living in Switzerland, I find myself travelling all over Europe and I always buy the Eyewitness Travel Guides! They are the bests travel Guides available. The one on Spain is very complete...even the smallest villages are included! GREAT GUIDE!",Positive
are your cup of blood ,Positive
"like an episode of the tv show blind date , only less technically proficient and without the pop-up comments ",Negative
a bad run ,Negative
of its pretensions ,Negative
of what it actually means to face your fears ,Positive
take away the controversy ,Positive
"Thanks to all the people who added me on Skype  If you want to add me, my name is same as my twitter name, and my YT name, and Blogtv, etc",Positive
understated performances of ( jack nicholson 's ) career . ,Positive
a cinematic touchstone ,Positive
rise above the level of an after-school tv special ,Negative
the shadows of motown ,Positive
frightening late fees ,Negative
" Thanks. I am greedy, looking for a full fledged widget (a la twitter) so I can like and share from within NV. 2 much to expect?",Positive
HAPPY MOTHERS DAY 2 ME,Positive
", the more you will probably like it . ",Positive
not one clever line of dialogue ,Negative
my feet are cold.....i hate when my feet get cold,Negative
 we`ll test that theory  with no right arm to strum with.  Got a feelin I`ll be humming my new tunes for a while,Negative
 Didn`t realize you were that young! Advanced Happy Birthday Stefan. MTFBWY... Always!,Positive
", soderbergh 's solaris is a gorgeous and deceptively minimalist cinematic tone poem . ",Positive
  I`m sorry to hear that. Here is my optimist: Things will get better. For all of us.,Negative
brilliantly employ their quirky and fearless ability to look american angst in the eye and end up laughing . ,Positive
doing my english essay (on r&j...wtf) that i should have done a long time ago when it was assigned last thursday,Negative
Enjoying 'Gears of War' on my PC ! This game is really gooooood,Positive
"I gave this a one star hoping most will read negative reviews! I don't have a problem with this system other than I feel it's a bit flimsy.Filters will last an unbelievably long time if when light turns yellow you remove and shake it. Like a spray paint can. You'll hear the contents shaking. Do this EVERY TIME the light turns yellow. Reinstall, green light. When water flow is restricted it's time to replace.Replacement filters are the major cost of this system. This will cut this down significantly.",Negative
from a lack of clarity and audacity that a subject as monstrous and pathetic as dahmer ,Negative
Losing makeup bags is TRAGIC...luckily I keep 4 in diff places but I gotta replace my Bare Escentuals  *tearrrrrrrr*,Negative
the only thing avary seems to care about are mean giggles and pulchritude . ,Negative
of loss ,Negative
so i have like no more friends it`s kinda sad,Negative
were at home watching that movie instead of in the theater watching this one ,Negative
sick and evil woman ,Negative
bother with a contemptible imitator starring a `` snl '' has-been acting like an 8-year-old channeling roberto benigni ,Negative
badly awry ,Negative
"your 20th outing shows off a lot of stamina and vitality , and get this ",Positive
that there 's no other reason why anyone should bother remembering it ,Negative
tomorrow`s mother`s day  me n my sis gonna make an onigiri for our mom~!! its gonna be so kewl!! cant wait for tomorrow >_<,Positive
of the finest films of the year ,Positive
"The photo is misleading. The set of onyx coasters that I received is BROWN, not green, and rather ugly. I know natural stone is not homogeneous, but this is something else. Each coaster looks like a blob of something unmentionable.",Negative
for a critical and commercial disaster ,Negative
"confusion is one of my least favorite emotions , especially when i have to put up with 146 minutes of it . ",Negative
"The sheets are wonderful to the touch, however the fitted sheet had to be disposed of within a few days of purchase. A small hole near the foot of the bed turned into a two foot slice overnight. I thought that it was in some way our fault (our 5 pound pet tends to hide under the covers)so I went to Amazon to order another set. This time I read the reviews and noticed that other people had the exact same experience as we did. Do not purchase these sheets, as you will be wasting your money.",Negative
On way to Birmingham.. Sewing in the van. Punk.,Neutral
works beautifully as a movie without sacrificing the integrity of the opera ,Positive
a bad film ,Negative
"plays like a badly edited , 91-minute trailer ( and ) the director ca n't seem to get a coherent rhythm going . ",Negative
"soars above the globe in dazzling panoramic shots that make the most of the large-screen format , before swooping down on a string of exotic locales , scooping the whole world up in a joyous communal festival of rhythm . ",Positive
"to realize that as far as these shootings are concerned , something is rotten in the state of california ",Negative
it 's hard to believe these jokers are supposed to have pulled off four similar kidnappings before . ,Negative
so believable that you feel what they feel ,Positive
so tired.   only need to be here another 30 minutes.,Negative
"a fine , understated piece of filmmaking ",Positive
skillful and moving ,Positive
 I apparently have crappy typing skills...lol sorry,Negative
ca n't help but get caught up in the thrill of the company 's astonishing growth ,Positive
"more than makes up for in drama , suspense , revenge , and romance . ",Positive
Wow I really need to have fun tonight now,Positive
manages for but a few seconds ,Negative
one level ,Positive
 Hahahahahahahahahah! That tickled me so much!,Positive
ransacks its archives ,Negative
the awe in which it holds itself ,Positive
exceeds expectations ,Positive
shines like a lonely beacon ,Positive
transporting is that it 's also one of the smartest ,Positive
Just saw Star Trek with the boo.. Now off to bed! Never again will I go to a Vallejo theater. hAppy mOthErs dAy to all!! I love my mommy,Neutral
", but director carl franklin adds enough flourishes and freak-outs to make it entertaining . ",Positive
 I still have a lot of time on my stupid contract...  18 months before I can change providers,Negative
" Sheesh. No crochet? BAH and humbug. And sleep? Um, I suppose I will someday",Negative
"To every mom, mommy and mother, Happy Mother`s Day   Hope you all do something special and fun today.",Positive
equlibrium could pass for a thirteen-year-old 's book report on the totalitarian themes of 1984 and farenheit 451 . ,Negative
@ Butlers watching Dr. Farmer rock out w/ the hispanic Jimmy Hendrix ... drinking Cosmos,Neutral
works spectacularly well ,Positive
kouyate elicits strong performances from his cast ,Positive
"steers , in his feature film debut , has created a brilliant motion picture . ",Positive
once overly old-fashioned in its sudsy plotting ,Negative
the cinematography is atrocious ,Negative
excellent cast ,Positive
mostly martha will leave you with a smile on your face and a grumble in your stomach . ,Positive
avarice and damaged dreams ,Negative
"Paving your own road is intelligent only if nobody has gone exactly where you are going, come follow me",Neutral
of effecting change and inspiring hope ,Positive
one fantastic ( and educational ) ,Positive
already obscure ,Negative
Phone will die soon. What to do now? Oh no!,Negative
tiresomely simpleminded ,Negative
sad but endearing ,Positive
have otherwise been bland and ,Negative
a clichÃÂÃÂÃÂÃÂ© ,Negative
"payami tries to raise some serious issues about iran 's electoral process , ",Negative
"Why are young people attracted to trouble? this makes me sad!  ,<3 kMv",Negative
sure to ultimately disappoint the action fans who will be moved to the edge of their seats by the dynamic first act ,Negative
a well-crafted letdown . ,Negative
"they work, but the cords are so stiff they are hard to bend...if cords was a lot more flexable i would give them a 4 star rating, and i bought 2 of these...going to look for some others",Negative
"rather , pity anyone who sees this mishmash . ",Negative
" i spent the whole day shopping with Aiza.  i don`t really like shopping.  still, i had fun but my feet didn`t.",Neutral
a movie that takes such a speedy swan dive from `` promising '' ,Negative
"the biggest problem i have ( other than the very sluggish pace ) is we never really see her esther blossom as an actress , even though her talent is supposed to be growing . ",Negative
miss wonton floats beyond reality with a certain degree of wit and dignity ,Positive
", miller , kuras and the actresses make personal velocity into an intricate , intimate and intelligent journey . ",Positive
"listening to  after last nights Up from the Underground screening, awesome job ",Positive
novel ,Positive
"an oily arms dealer , squad car pile-ups and the requisite screaming captain ",Negative
why does it randomly hangup on me?,Neutral
"throughout all the tumult , a question comes to mind : so why is this so boring ? ",Negative
 good,Positive
" what on earth happened to wentworth`s page?!? i`m devastated, as i`m sure ALL of his fans are!",Negative
i should have run today  but i let my slight aches be a bad excuse    i`ll make it up tomorrow go 5.5,Negative
"the stars may be college kids , but the subject matter is as adult as you can get : the temptations of the flesh are unleashed by a slightly crazed , overtly determined young woman and a one-night swim turns into an ocean of trouble . ",Positive
Was eating a manderin. But it`s all gone now!,Negative
"so hot in the office as air con been broken for weeks, fans on all round office but they just push hot air around really and not helping",Negative
 im sorry. i dont wanna cuz of how u act. u just turn right around and ignore me and all that,Negative
creative composure ,Positive
"admire the closing scenes of the film , which seem to ask whether our civilization offers a cure for vincent 's complaint ",Positive
unnoticed ,Negative
"a dark , gritty , sometimes funny little gem ",Positive
"feature but something far more stylish and cerebral -- and , hence , more chillingly effective ",Positive
since its poignancy hooks us completely ,Positive
of the clients ,Positive
UGH! I have GOT TO STOP biting my nails  grrrrr,Negative
Yay! The playdate is back on but my van`s transmission is  dead,Neutral
in a joyous communal festival of rhythm ,Positive
"I`m really getting sick ugh **** nursing homes! Laying in bed, might go run later, watch some more movies with Austin. Sara & Sami left",Negative
i have so much homework  i think i am going to hide in a corner and cry.,Negative
did the screenwriters just ,Negative
31 degree centigrade is much hotter than 30 degree centigrade,Negative
one of those movies that make us pause and think of what we have given up to acquire the fast-paced contemporary society . ,Positive
poor remake ,Negative
"that ` alabama ' manages to be pleasant in spite of its predictability and occasional slowness is due primarily to the perkiness of witherspoon ( who is always a joy to watch , even when her material is not first-rate ) ... ",Positive
loves it when mom and dad come to visit! nothin better,Neutral
film a must ,Positive
the kind of effectively creepy-scary thriller ,Positive
dragon ,Positive
makes no sense ,Negative
", I`d love it if you haven`t had any takers yet",Neutral
 http://twitpic.com/4w483 you guys look so nice,Positive
flashlight tag!  i love playing games in the dark.,Positive
 I did for years and then moved over to an IBM compatible.  Would love to have both on my desk!   Can you call me a techie?,Positive
"unfocused , excruciatingly tedious ",Negative
` red shoe diaries ,Positive
more hackneyed ,Negative
you 've seen it all before ,Negative
still manages to string together enough charming moments to work . ,Positive
niches ,Positive
i dont feel good! sick to my stomach,Negative
acting that could be any flatter ,Negative
"1am, quietly tidying up after dinner party. Whilst closing tupprwre lid, centre island in my kitchen collapses! Wakes baby. Mayhem ensues",Negative
"is reasonably entertaining , though it begins to drag two-thirds through , when the melodramatic aspects start to overtake the comedy . ",Positive
blessed with a searing lead performance by ryan gosling ( murder by numbers ) ,Positive
"need this on kindle can not read book not large enough. lossing eye sight need larger font, heard it was a good book but van not read it if its not on kindle",Negative
"It`s a good day! The lake is a mirror, the kids are happy, and I get to clean the cabin today... Err two outta three ain`t bad!",Positive
"the problem with wendigo , ",Negative
"I was disappointed in this book. I have read a couple other of Marcus Buckingham's books and have also heard him speak. He is great. However, this book was boring, long and repetitive. And, because I ""heard"" the book vs. reading it, and it has a series of exercises to be completed as you read it (which one cannot do while driving), it made it even worse. Do not recommend the book and definitely recommend less the CD.",Negative
Shower head broke while i was in the shower and shot straight @ my head.may get a welt later on from it,Negative
gratingly unfunny ,Negative
"an undeniably gorgeous , terminally smitten document of a troubadour , his acolytes , and the triumph of his band . ",Positive
can still be smarter than any 50 other filmmakers still at work . ,Positive
"are no special effects , and no hollywood endings . ",Negative
"#SanctuarySunday  it`s our mission to make #Sanctuary a trending topic for the day, lots of people on board for it...join in",Positive
 there is always traffic heading back here to long island on fridays.,Neutral
"anything but frustrating , boring , and ",Positive
 way i bought it today aswell now i have it twice cos i pre ordered it aswell  cya later x!,Neutral
"Clark Gable plays a high-stakes gambler who decides to cool his heels in a small town near NYC when he feels the law breathing too close down his collar. There he meets Carole Lombard, the local librarian. They fall in love - at least she does, and they marry; Gable acts like it's a big joke. Of course, he gradually falls in love with her and even decides to turn himself in to the law. He's sentenced to three months in the slammer (he tells her he's going away to South America on business), and when he gets out, our happy couple is reconciled. The script is a good one, and the interplay between Gable and Lombard is lively and romantic. They really make a good pair, and it's a shame it was their only picture together, though they would marry in 1939. Worth a watch.",Positive
"do n't know why steven seagal is considered a star , nor why he keeps being cast in action films when none of them are ever any good or make any money ",Negative
"jackson , who also served as executive producer , take his smooth , shrewd , powerful act abroad ",Positive
"Going to bed. Today was another good, if uneventful day.",Positive
most hollywood romantic comedies ,Negative
 awww  omg garbo fake playing during one of the songs!!! haha,Negative
going to work once again. what a great few days off i had. now it`s over  but atleast i get 2 more commin up wahooooooo,Positive
_fan Been busy trumping your cheese omlette with a cheese and chili omlette. An omnomlette,Neutral
updating works surprisingly well ,Positive
" OHSHNAPSSS. is she pissed at blair as usual ? hahah. & yeeeah, i bake cookies",Neutral
poignant and moving ,Positive
"Enjoying sunshine in the park with friends, pale shirtless footballers are not attractive I`m afraid",Neutral
Can`t wait to go to bed,Positive
sickly entertainment at best and mind-destroying cinematic pollution ,Negative
 hot weather for the lose. And I have to clean too!  Cleaning in the heat sucks balls.,Negative
'll like it ,Positive
 nai nai baby. haha i didn`t know that you have twitter but oh well,Neutral
is n't one moment in the film that surprises or delights . ,Negative
" how fun!! I like the beach, but I tend to get really dark fast.",Positive
is talented enough and charismatic enough to make us care about zelda 's ultimate fate ,Positive
's a scorcher ,Positive
forced to follow ,Negative
"love , longing , and ",Positive
is more fully ,Positive
magical ,Positive
I have nothing witty to say,Neutral
What an AWESOME follow up to Something Borrowed - I loved this story. Cant get enough of Emily Griffin. Already filled my Kindle with more in this series!,Positive
that assumes you are n't very bright ,Negative
all the blanket statements and dime-store ruminations ,Positive
well acted by the four primary actors ,Positive
yep... i think i might have just made the decision to go head first...  we may be witnessing a historical moment... real talk,Neutral
dared to go back and look at that vid I made - I may take it down,Neutral
"the performances of the children , untrained in acting ",Negative
our best achievements ,Positive
"Anyone familiar with British comedy knows the name Dawn French - and well they should! Her comedic timing, facial expressions and a willingness to go beyond the norm give the Vicar of Dibley series it's unique appeal. The fact that the majority of these small English village residents are a bit over the top by American standards never seems out of place. Their banter is never forced and even in the face of unrealistic predicaments, it seems a natural way of life.I strongly urge everyone to purchase not just this DVD, but the entire series. You won't regret it.",Positive
"a lush , swooning melodrama in the intermezzo strain ",Positive
"a powerful and telling story that examines forbidden love , racial tension , and other issues that are as valid today as they were in the 1950s ",Positive
made mamet 's `` house of games '' and last fall 's `` heist '' so much fun ,Positive
of a handsome and well-made entertainment ,Positive
most every aggrieved father clichÃÂÃÂÃÂÃÂ© ,Negative
lack-of-attention span ,Negative
a soulless jumble of ineptly ,Negative
playfully profound ... and crazier than michael jackson on the top floor of a skyscraper nursery ,Positive
no amount of nostalgia for carvey 's glory days ,Negative
that tian 's meticulous talent has not withered during his enforced hiatus ,Positive
like a well-made pb & j sandwich ,Positive
Cars been dropped off for service and mot  getting the train home! Hate public transport!!,Negative
... you can be forgiven for realizing that you 've spent the past 20 minutes looking at your watch and waiting for frida to just die already . ,Negative
"This gun has no problem shooting any kind of nails that we buy, and it has done about 200 square of shingles. The problem that I do have is that it will shoot nails crooked. While this may sound like the man running the gun having the problem, believe me when I say that the nail SIDEWAYS in the shingle is not a operator error. The gun is also super loud. I bought it after reading all of the great reviews that it got, but for all for nothing. The other gun that we use is an older Senco. It has put down countless squares of shingles and still operates great. It is smooth, fairly quiet, and best of all, drives the nails straight every single time. Don't waste your money like I did, spend a little more and get something that is a quality product.",Negative
epic treatment of a nationwide blight ,Positive
's hard to imagine a more generic effort in the genre ,Negative
" loll , of course me tooo  & i love their new song toooo ?",Positive
 yay  i`ll do you a heart mk shout in a sec pam,Neutral
is a sincerely crafted picture that deserves to emerge from the traffic jam of holiday movies ,Positive
with an admirably dark first script by brent hanley ,Positive
spare wildlife ,Positive
morning  football today! thinking of learning some Applescript,Neutral
is a clear case of preaching to the converted ,Negative
the nature of compassion ,Positive
 I had to work and missed it    Shannon could barely contain herself.  She had an amazingly good time,Neutral
clever ideas and ,Positive
In reading this book it was a breathtaking trip across the Atlantic ocean to the highlands of Scotland. The author was able to paint a vivid picture for me. Loved Gabby for her spunk and Adam was just delicious to read about. He's the stuff that fantasies are made of. Even reading about the Druids and Faery history made for interesting reading. Would recommend this to anyone and everyone.,Positive
 tegan and sara fan? follow them ,Neutral
"the creative animation work may not look as fully ` rendered ' as pixar 's industry standard , ",Negative
shows us a slice of life that 's very different from our own and yet instantly recognizable . ,Positive
Wow. So I hate Staples right now. Majorly. Thanks for being complete fucktards and killing our productivity,Negative
at every turn of elizabeth berkley 's flopping dolphin-gasm ,Negative
it 's absolutely amazing how first-time director kevin donovan managed to find something new to add to the canon of chan . ,Positive
the film does n't have enough innovation or pizazz to attract teenagers ,Negative
"it sounds , but strikes a tone that 's alternately melancholic , hopeful and strangely funny ",Positive
terrific b movie ,Positive
"a disoriented but occasionally disarming saga packed with moments out of an alice in wonderland adventure , a stalker thriller , and a condensed season of tv 's big brother . ",Positive
Just saw G.O.D perform I love you I thank you by MC Mong.,Positive
will undoubtedly enjoy it ,Positive
"This is a great product. Ive seen others comment on poor screen visualization which I can possibly understand if they don't use the backlight. I always have my backlight turned on in the day as well and haven't had an issue. Good product for normal use, good price as well.",Positive
as tricky and satisfying as any of david mamet 's airless cinematic shell games . ,Positive
Ohh grandpas.. Stable.. Won`t kno all details til tomorrow when I visit... Keep him me and my fam in ur prayers..thank you  ... Goodnite,Positive
"_twnzfinest Happy birthday, sweetie. Have a great day in the best place of the word (sorry Chicago  jeje",Positive
"might to resist , if you 've got a place in your heart for smokey robinson ",Positive
"a delightful , if minor , pastry of a movie . ",Positive
behind the scenes of chicago-based rock group wilco ,Positive
bitten off more than he or anyone else could chew ,Negative
a scummy ripoff of david cronenberg ,Negative
nowheresville ,Negative
how can such a cold movie claim to express warmth and longing ? ,Negative
trying to understand why WHY i joined twitter.....everyone else was doing it i felt left out,Negative
an engrossing and grim portrait of hookers ,Positive
" i do i do, i feel absoulutley fine",Positive
Just downloaded twitterberry. My life is now even MORE convenient.,Positive
"Feeling very grateful for such a great Mum, and family",Positive
cruel and ,Negative
the best that can be said about the work here of scottish director ritchie ... is that he obviously does n't have his heart in it . ,Negative
 eeeeeeeeeeeeee i jealous sia i didnt get to seee,Negative
 I think is The parent trap & High school musical!!,Neutral
 http://twitpic.com/66z7a - I don`t know why I always click on your doughnut pictures... lol I always end up wanting one,Neutral
"Just got my paycheck... April bonus can b deposited 2day the rest, gotta wait til Mon.",Neutral
surprising in how much they engage and even touch us ,Positive
"a shoddy male hip hop fantasy filled with guns , expensive cars , lots of naked women and rocawear clothing . ",Negative
 - So sorry Ambien got sick.  Perhaps work her ashes into the garden with a catnip plant?,Negative
has a solid emotional impact . ,Positive
glory ,Positive
 - whoa. 'sack chasing whores' ? that is soo out of character for you to say that...  bring back my sweet Superman,Neutral
looking at the sunshine out of my office window,Neutral
peppered with false starts and ,Negative
its awkward structure and ,Negative
" Funnily enough, Roland is President of my social club!",Positive
"This camera is absolutely horrible. Picture quality is totally subpar. The audio is useful, and is the only reason why this camera got 2 stars. Detail is pretty much nonexistent in the video feed from this camera. Once someone walks more than 5 feet from the camera, they instantly become totally unrecognizable.",Negative
that made the first film so special ,Positive
be greek to anyone not predisposed to the movie 's rude and crude humor ,Negative
reminds us of our own responsibility to question what is told as the truth ,Positive
"your the voice i hear inside my head, the reason that i`m singing, i gotta find you, i need to find you",Neutral
the ambiguous welcome ,Positive
's really wrong with this ricture ! ,Negative
marvelous documentary touches ,Positive
beyond mild disturbance or detached pleasure at the acting ,Negative
skillfully assembled ,Positive
feels as flat as the scruffy sands of its titular community ,Negative
going to a garden centre today. should be funn :/ currently drinking egyptian spice tea and watching hollyoaks,Positive
times when the film 's reach exceeds its grasp ,Negative
"however entertainingly presented , ",Positive
It`s been 2 days without gas...the gas company turned it off to do maintenance. I can`t cook.,Neutral
avid interest ,Positive
 you`re not gonna paint me? oh well  ;),Neutral
genial and ,Positive
think of this dog of a movie ,Negative
black hawk down and we ,Positive
He put a **** mohawk in my son head.....he just killed my vibe as always,Negative
 Lovin` your performance on snl tonight... so **** funny!!!,Positive
to its ultimate demise ,Negative
that elevate `` glory '' above most of its ilk ,Positive
 Nice to see you tweeting!  It`s Sunday 10th May and we`re celebrating Mother`s Day here today. So be nice to yer Mom,Positive
 lol...but they aren`t here! I`ll tell them to do that Monday. lol,Neutral
sex ,Positive
courageous molly craig ,Positive
"of insulting , both to men and women ",Negative
laden with plenty of baggage ,Negative
" I`m a laid back person for the most part, Vinny is the opposite.  Guess we compliment each other  it will all work out! How r u?",Neutral
sad but endearing characters ,Positive
" I see we are approaching a nice round 5500 number, I expect you will have crashed through that by the time I come back tonight",Positive
this might have been an eerie thriller ,Negative
lif`s unfair....luk wat it did to ma frend...i m so hating it,Negative
Killer Bunnies is wonderful entertainment for the family. This card game keeps you engaged with uniquely descriptive cards which guide your play. The designers of this game outdid themselves with creativity. My kids and I love it!,Positive
far more interesting than the story at hand ,Positive
there 's an excellent 90-minute film here ; ,Positive
overrun with movies dominated by cgi aliens and super heroes ,Negative
"of time , money and celluloid ",Negative
I`m having a fantastically miserable time so far...,Neutral
has got a degree in BS.,Positive
 I hope you didn`t take that quote personally!! I`ve been throwing them out here and there all day-guess I shoulda waited a bit,Negative
ebullient affection ,Positive
the story is better-focused than the incomprehensible anne rice novel it 's based upon ,Positive
it 's not very well shot or composed or edited ,Negative
Damnit Day 26 is at Northpark mall..I use to live near there  someone steal Mike for meeee!,Negative
"for about 3-4 weeks now i got 3 different pairs of strighters thinking they wasn`t working, just realised it was on the lowest setting",Neutral
"weighty revelations , flowery dialogue , and nostalgia for the past ",Positive
gives us another peek at some of the magic we saw in glitter here in wisegirls . ,Positive
with unimaginable demons ,Positive
"Not feeling too good at ALL, about to head to work from 12-5.  Not a bad shift, just not fun when you don`t feel well! Hope it goes FAST",Negative
_miacherry morning kik enjoy your breakfast,Positive
   someone is ignoring me  & being mean..,Negative
  sadness. you could hang out with me and feel less apathetic.,Negative
is a hilarious place to visit ,Positive
marvel ,Positive
"a text to ` lick , ' despite the efforts of a first-rate cast ",Negative
 _defcon1 I gather you guys continued the drinking after I left?,Neutral
this thing was more fun with my itouch,Positive
"'s all stitched together with energy , intelligence and verve , enhanced by a surplus of vintage archive footage ",Positive
"the film is visually dazzling , the depicted events dramatic , funny and poignant . ",Positive
 oh mannn i`m gonna be there tomorroww,Neutral
one of the worst films of the summer ,Negative
direction and especially charm ,Positive
is raised a few notches above kiddie fantasy pablum by allen 's astringent wit ,Positive
"Warning: this book is very different from other job hunting books. First, because the procedure it describes actually works -- that's different in and of itself. Second, because the ""looking"" phase and non-resume approach is a welcome change. Using 6 Weeks I got the type of job I was looking for, and I'll definitely use this book the next time I look for a job.",Positive
"is funny , not actually exploiting it yourself ",Positive
confection that 's pure entertainment . ,Positive
of the creative act ,Positive
"plays it straight , turning leys ' fable into a listless climb down the social ladder ",Negative
"in european markets , where mr. besson is a brand name , and in asia , where ms. shu is an institution ",Positive
a lively and engaging examination ,Positive
gentle jesus ,Positive
", banter-filled comedy ",Positive
"Unfortunately my book was supposed to come with a CD. When I contacted the company they offered a refund but I needed the book for classes and it is not an easy used book to find. I asked for the CD but they didn't have it, then I asked a discount coupon or something but they only offer an apology and a refund. I think they should be more careful and check what they are selling because it can be misleading to customers. I am very disappointed and would never buy again from this seller.",Negative
 It`s a date!,Neutral
blank yearning ,Negative
much worse than bland ,Negative
"comes off winningly , ",Positive
take center screen ,Positive
he were stripped of most of his budget and all of his sense of humor ,Negative
such fury ,Positive
one of the most savagely hilarious social critics ,Positive
  got my hair rebonded at some korean place. dude! my hair is f`in fried! cut 5' already ... now just chopping it off!!!,Negative
The marble slab is a great color and it slices very nice. It was delivered in a timely manner at a reasonable price. I wish it would have come with a replacement wire or two - but other than that I completely content.,Positive
"I couldn't tell how dark the color was by the name ""Spanish copper."" It was almost black and not a copper color at all. If it had a clear color guide I definitely wouldn't have purchased it. I found out the hard way. Won't do that again.",Negative
critical ,Negative
"it all comes together to create a very compelling , sensitive , intelligent and almost cohesive piece of film entertainment ",Positive
sleep-inducing ,Negative
"the following things are not at all entertaining : the bad sound , the lack of climax and , worst of all , watching seinfeld ( who is also one of the film 's producers ) do everything he can to look like a good guy . ",Negative
is a total misfire . ,Negative
" I can only imagine, but I know I love hearing about your novel!    I`m kinda awake, lol.  Will continue to do so, hopefully.",Positive
to like any of these despicable characters ,Negative
shortcomings ,Negative
"grace to call for prevention rather than to place blame , making it one of the best war movies ever made ",Positive
who ignored it in favor of old ` juvenile delinquent ' paperbacks with titles like leather warriors and switchblade sexpot ,Negative
